Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Submitted via,Date sent to company,Company response to consumer,Timely response?,Complaint ID
2026-06-05T03:09:28.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Fidelity National Information Services, Inc. (FNIS)",CA,92557,None,Web,2026-06-05T03:36:49.000Z,Closed with explanation,Yes,22916467
2026-06-10T14:35:43.000Z,"Money transfer, virtual currency, or money service",Check cashing service,Fraud or scam,None,,None,"Block, Inc.",TX,78240,None,Web,2026-06-10T14:50:52.000Z,Closed with explanation,Yes,23070964
2026-06-05T13:39:25.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,CA,94605,Servicemember,Web,2026-06-05T13:51:44.000Z,Closed with explanation,Yes,22926549
2026-06-10T16:12:31.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Block, Inc.",MD,21044,None,Web,2026-06-10T16:38:08.000Z,Closed with explanation,Yes,23075453
2026-06-05T14:21:50.000Z,Checking or savings account,Other banking product or service,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,NE,68046,None,Web,2026-06-05T14:28:14.000Z,Closed with explanation,Yes,22927525
2026-06-05T14:29:58.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",VA,20190,None,Postal mail,2026-06-05T14:42:47.000Z,Closed with explanation,Yes,22928025
2026-06-05T15:34:35.000Z,"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",Fraud or scam,None,,None,CAPITAL ONE FINANCIAL CORPORATION,NM,87108,None,Web,2026-06-05T15:45:59.000Z,Closed with explanation,Yes,22930392
2026-06-10T17:09:51.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,Acorns Grow Incorporated,CO,80134,None,Web,2026-06-10T17:21:33.000Z,Closed with explanation,Yes,23077283
2026-06-05T17:36:21.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,None,Chime Financial Inc,OH,44113,None,Web,2026-06-05T17:39:08.000Z,Closed with explanation,Yes,22935260
2026-06-05T16:21:20.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TN,37042,Servicemember,Web,2026-06-05T16:46:01.000Z,Closed with monetary relief,Yes,22933008
2026-06-05T16:23:01.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",MN,55427,Servicemember,Web,2026-06-05T17:03:00.000Z,Closed with explanation,Yes,22933764
2026-06-05T17:27:27.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Paypal Holdings, Inc",None,None,None,Web,2026-06-05T18:08:24.000Z,Closed with monetary relief,Yes,22936414
2026-06-05T17:43:06.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,JPMORGAN CHASE & CO.,VA,24333,None,Web,2026-06-05T18:01:27.000Z,Closed with explanation,Yes,22936102
2026-06-10T20:53:53.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,Klarna AB,IN,46805,None,Web,2026-06-10T20:59:08.000Z,Closed with explanation,Yes,23087327
2026-06-05T20:42:40.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,None,"AXOS FINANCIAL, INC.",IL,60450,None,Web,2026-06-05T20:51:44.000Z,Closed with explanation,Yes,22943391
2026-06-05T22:07:10.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",VT,05055,None,Web,2026-06-05T22:16:57.000Z,Closed with monetary relief,Yes,22946880
2026-06-11T00:52:31.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",FL,329XX,None,Web,2026-06-30T14:07:38.000Z,Closed with explanation,Yes,23096497
2026-06-11T01:01:51.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Paypal Holdings, Inc",TN,37203,None,Web,2026-06-11T01:10:57.000Z,Closed with non-monetary relief,Yes,23096609
2026-06-06T06:58:36.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Skrill USA, Inc.",TN,378XX,None,Web,2026-06-06T07:18:00.000Z,Closed with explanation,Yes,22957981
2026-06-06T09:08:14.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",TN,38116,None,Referral,2026-06-08T17:52:47.000Z,Closed with explanation,Yes,22995528
2026-06-06T09:59:24.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,I use cash app and I've reported over and over for the past five months that when I make a purchase for anything even utility bills someone is phishing small amounts of the purchases I make I was in good standing with them but now they say I owe them {$50.00} that yes I did borrow but I paid it back in full and they would some how erase the transaction as if it never was paid I've went round and round with them and got into cussing screaming matches they are no help I really wish they'd get shut down,None,"Block, Inc.",TX,75501,None,Web,2026-06-06T10:18:31.000Z,Closed with explanation,No,22959443
2026-06-06T16:18:24.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92692,None,Web,2026-06-06T16:21:34.000Z,Closed with explanation,Yes,22963035
2026-06-11T14:32:13.000Z,Checking or savings account,Savings account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33558,Older American,Web,2026-06-11T14:39:43.000Z,Closed with explanation,Yes,23111799
2026-06-06T21:50:51.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,SC,29588,Servicemember,Web,2026-06-06T23:10:33.000Z,Closed with explanation,Yes,22967143
2026-06-07T01:46:45.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,"On XX/XX/XXXX, I posted my mother 's exercise equipment for sale on XXXX XXXX. 

On XX/XX/XXXX, I texted someone who commented on the post, claiming to be interested in buying it. 

On XX/XX/XXXX, they claimed they sent the payment via Zelle but the payment was on hold because I didn't have a business account. They sent me a fake email, pretending to be Zelle, telling me that the money was on hold but I had to send {$1000.00} to meet the maximum for a business account. I would then receive a refund totaling {$1300.00}. 

The buyer claimed they sent an additional {$1000.00} and that once I sent {$1000.00}, I would receive {$1300.00}. I sent {$1000.00} as instructed. The buyer then said they sent an additonal {$500.00} for a certificate fee and I had to send another {$500.00} which would then be refunded. I received several emails, allegedly from Zelle, confirming these transactions. 

I spoke to someone claiming to be Zelle customer service who walked me through the process. I sent the additional {$500.00} and was told I would receive a {$1500.00} refund but it never came. I immediately called Zelle and XXXX  XXXX XXXX to inform them of the fraud and filed a police report ( Case # XXXX ). 

I filed a complaint with IC3 while I awaited a decision. Zelle would not return the money or provide information pertaining the recipient. XXXX  XXXX XXXX informed me that they could not provide a refund because I authorized the transaction. I explained that I was fraudulantly induced into sending the payment and am currently awaiting an appeal.",None,"Early Warning Services, LLC",FL,34741,None,Web,2026-06-07T02:37:58.000Z,Closed with explanation,Yes,22968751
2026-06-07T04:31:20.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,I am disputeing some transactions that happened on my card with with skrill at XXXX and I feel like that the company is screwing me because my bank is not agreeing with me even tho I provided proof of my account that I im disputeing against I'm sending. the screenshots to you all as well to show that my account I have with myprize shows that there is no purchase history are anything an that along is grounds for my money to be refunded to me asap as that is what [ he XXXX XXXX but I feel as my bank is going against me an not actually helping me an seeing the facts that I have provided an as well proof that even XXXX XXXX is showing that the purchase was made they are sling going by that an refusing me my money back when I have shown an prove an provide all I need to an that's my account that I have with the merchant an showing that it's not showing in my account an that shows that I indeed not receive what I payed for I have as well took screenshots of my account with myprize to show my playing history an it shows that I have not played with any coins that I bought so that along with the screenshots of my account van showing the transactions do not appear in my account with them an screenshots showing my account with them as well showing my playing history an it shows that I did not play with what I purchased so that grounds for my money back but yet they are going against me all becaue the merchant shows that a payment was made an yes there was payments made but as well I can show an prove that I didn't receive it and our play with the coin packages that I bought so I am indeed tutor to a full refund for each transaction that I made but didn't receive the coins so I would like for you all to step in an clearly see that I have an proved that even tho the merchant is trying to provide my bank with the purchase history and they along are going by that an not seeing that I have provided back with my account showing that there is no such purchase history in my account with them an as well showing that I have not played with the coins I purchased I would really like for you all to step in an handle this an see that am intitle to a full refund for each transaction becaue even tho the merchant shows that they was purchases made I have shown that it does not show in my account and that I have shown as well my play history an it shows that I played with none of purchase I made are did I XXXX received so please step in an help me with this as they refunded me my money back into my account but then took it right back out an not going by the law an agreement with such issues that I am having an along with the edvicene that shows an prove that I don't play are receiving any of the packagee that I purchased,None,"Skrill USA, Inc.",TN,378XX,None,Web,2026-06-07T04:36:16.000Z,Closed with explanation,Yes,22969568
